calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
1 0.235000 606.989779 1493.254549 1.585557 0.041157 0.000362 -0.000425 0.020868 -0.000009 0.000007 3.377212 0.006701 0.000000 0.000000 
1 0.240000 606.939930 1496.631393 1.578856 0.044105 0.000401 -0.000447 0.021100 -0.000009 0.000007 3.377212 -0.006701 0.000000 0.000000 
1 0.245000 606.915734 1499.633262 1.578856 0.046850 0.000437 -0.000467 0.021331 -0.000009 0.000007 3.001966 0.000000 0.000000 0.000000 
1 0.250000 606.885489 1503.385598 1.578856 0.050450 0.000484 -0.000492 0.021563 -0.000009 0.000007 3.752458 0.000000 0.000000 0.000000 
1 0.255000 606.858269 1506.762700 1.585557 0.053851 0.000537 -0.000515 0.021795 -0.000010 0.000007 3.377212 0.006701 0.000000 0.000000 
1 0.260000 606.808420 1510.139545 1.578856 0.057407 0.000582 -0.000538 0.022026 -0.000010 0.000007 3.377212 -0.006701 0.000000 0.000000 
1 0.265000 606.778175 1513.891881 1.578856 0.061541 0.000634 -0.000564 0.022258 -0.000010 0.000007 3.752458 0.000000 0.000000 0.000000 
1 0.270000 606.747930 1517.644217 1.578856 0.065869 0.000687 -0.000590 0.022490 -0.000010 0.000007 3.752458 0.000000 0.000000 0.000000 
1 0.275000 606.717685 1521.396553 1.578856 0.070394 0.000742 -0.000616 0.022722 -0.000010 0.000007 3.752458 0.000000 0.000000 0.000000 
1 0.280000 606.687441 1525.148889 1.578856 0.075118 0.000799 -0.000643 0.022953 -0.000011 0.000007 3.752458 -0.000000 0.000000 0.000000 
1 0.285000 606.657196 1528.901225 1.578856 0.080044 0.000857 -0.000670 0.023185 -0.000011 0.000007 3.752458 0.000000 0.000000 0.000000 
1 0.290000 606.623926 1533.028794 1.572156 0.085696 0.000905 -0.000700 0.023416 -0.000011 0.000007 4.127704 -0.006701 0.000000 0.000000 
1 0.295000 606.618826 1536.781249 1.572156 0.091050 0.000949 -0.000727 0.023648 -0.000011 0.000007 3.752458 0.000000 0.000000 0.000000 
1 0.300000 606.612705 1541.284194 1.572156 0.097748 0.001003 -0.000760 0.023879 -0.000011 0.000007 4.502949 0.000000 0.000000 0.000000 
1 0.305000 606.607604 1545.036648 1.572156 0.103560 0.001047 -0.000788 0.024110 -0.000011 0.000008 3.752458 -0.000000 0.000000 0.000000 
1 0.310000 606.601483 1549.539594 1.572156 0.110813 0.001101 -0.000822 0.024341 -0.000011 0.000008 4.502949 0.000000 0.000000 0.000000 
2 0.310000 606.601483 1549.539594 1.572156 0.110813 0.001101 -0.000822 0.024341 -0.000011 0.000008 0.000000 0.000000 0.000000 50.000000 
3 0.310000 606.601609 1549.539595 1.572155 0.110578 0.001099 -0.000821 0.024341 -0.000011 0.000008 0.000000 0.000000 0.000000 0.000000 
2 0.310000 606.601609 1549.539595 1.572155 0.110578 0.001099 -0.000821 0.024341 -0.000011 0.000008 0.000000 0.000000 0.000000 -50.000000 
1 0.315000 606.596511 1553.292049 1.572155 0.116844 0.001144 -0.000849 0.024573 -0.000011 0.000008 3.752458 -0.000000 0.000000 0.000000 
1 0.320000 606.590395 1557.794995 1.572155 0.124648 0.001199 -0.000884 0.024804 -0.000011 0.000008 4.502949 0.000000 0.000000 0.000000 
1 0.325000 606.584788 1561.922694 1.565454 0.132075 0.001226 -0.000916 0.025034 -0.000011 0.000008 4.127704 -0.006701 0.000000 0.000000 
1 0.330000 606.608845 1566.425580 1.565454 0.140481 0.001253 -0.000951 0.025265 -0.000011 0.000008 4.502949 0.000000 0.000000 0.000000 
1 0.335000 606.632901 1570.928465 1.565454 0.149205 0.001279 -0.000987 0.025496 -0.000011 0.000008 4.502949 0.000000 0.000000 0.000000 
1 0.340000 606.656958 1575.431350 1.565454 0.158251 0.001303 -0.001022 0.025726 -0.000010 0.000008 4.502949 0.000000 0.000000 0.000000 
